year,magnitude_pv,colson_panofsky,brown1,temperature_gradient,horizontal_divergence,vertical_wind_shear,endlich,deformation,wind_speed,ngm2,negative_richardson,rva_magnitude,ubf,nva,brown2,vorticity_squared,ti1,ngm1,ti2,f2d,ncsu1,ensemble
2008,0.01008185,0.00031167,0.00936893,0.01727971,0.00431336,0.01734105,0.00585635,0.00789134,0.00256285,0.00148997,0.00013511,0.00706625,0.00125733,0.00674371,0.01758944,0.00623190,0.01448483,0.00827482,0.01295998,0.00021721,0.00453892,0.00742841
2009,0.00987312,0.00046191,0.00911308,0.01993549,0.00457003,0.02042386,0.00534312,0.00811633,0.00459433,0.00161917,0.00015085,0.00807550,0.00148806,0.00760837,0.02114418,0.00593868,0.01690687,0.01017259,0.01488790,0.00019836,0.00495733,0.00836091
2010,0.01079537,0.00023378,0.01037510,0.01746394,0.00465678,0.01424656,0.00548690,0.00926105,0.00233720,0.00129823,0.00007958,0.00791237,0.00144769,0.00753537,0.01660571,0.00694227,0.01470503,0.00958261,0.01305973,0.00009408,0.00488495,0.00757163
2011,0.01012728,0.00033568,0.00821959,0.01637914,0.00391021,0.01649414,0.00588553,0.00720937,0.00420595,0.00100573,0.00009213,0.00699143,0.00116980,0.00693928,0.01619388,0.00516634,0.01322803,0.00835069,0.01207018,0.00003439,0.00394418,0.00704538
2012,0.01085086,0.00023500,0.00843758,0.01965804,0.00410276,0.01649294,0.00563666,0.00747643,0.00103592,0.00131782,0.00009579,0.00720405,0.00116374,0.00688461,0.01697845,0.00584081,0.01351566,0.00657078,0.01206546,0.00012124,0.00461736,0.00715724
2013,0.01156898,0.00058471,0.01038026,0.01787926,0.00440523,0.01810316,0.00517676,0.00905606,0.00642977,0.00180175,0.00023365,0.00866743,0.00168540,0.00806324,0.01981915,0.00646631,0.01692110,0.01183256,0.01438086,0.00023626,0.00520189,0.00851875
2014,0.01289112,0.00097046,0.01184965,0.01799447,0.00499309,0.02078549,0.00679016,0.01033393,0.00617680,0.00213152,0.00043107,0.01038297,0.00169839,0.00950890,0.02225031,0.00801611,0.01904097,0.01408291,0.01653823,0.00050318,0.00625497,0.00969641
2015,0.01172252,0.00070270,0.01169503,0.02068679,0.00509555,0.02092327,0.00611624,0.01028899,0.00636004,0.00238830,0.00028084,0.01042669,0.00182336,0.00970876,0.02254421,0.00759729,0.01836041,0.01444054,0.01568766,0.00034772,0.00669585,0.00970918
2016,0.01489886,0.00074637,0.01112426,0.01884477,0.00545893,0.01932923,0.00677351,0.00975051,0.00677616,0.00219171,0.00042259,0.01156595,0.00181089,0.01063082,0.02084397,0.00718208,0.01763121,0.01365000,0.01514085,0.00051838,0.00652757,0.00961041
2017,0.01194913,0.00057519,0.01084703,0.02109838,0.00498979,0.01868972,0.00553140,0.00945544,0.00217239,0.00198762,0.00028908,0.00976805,0.00153931,0.00898629,0.02029879,0.00720597,0.01663529,0.00988904,0.01485075,0.00033024,0.00543431,0.00869158
2018,0.01167857,0.00110211,0.01173794,0.02143908,0.00574648,0.02331554,0.00782394,0.01047279,0.00578953,0.00205243,0.00040946,0.01174590,0.00224895,0.01080049,0.02492430,0.00750519,0.02079415,0.01458335,0.01836383,0.00031661,0.00714712,0.01047608
2019,0.01608699,0.00064320,0.01131394,0.02409697,0.00541934,0.02393870,0.00712741,0.00976340,0.00360391,0.00210892,0.00024817,0.01159289,0.00189553,0.01097187,0.02549199,0.00807244,0.02048795,0.01221041,0.01740535,0.00029057,0.00684593,0.01045790
2020,0.01606419,0.00053720,0.01108984,0.01942987,0.00510692,0.01951344,0.00678540,0.00964015,0.00556439,0.00213183,0.00023693,0.01072259,0.00160468,0.00985195,0.02083566,0.00756359,0.01765856,0.01345250,0.01554958,0.00030330,0.00644247,0.00952786
