year,magnitude_pv,colson_panofsky,brown1,temperature_gradient,horizontal_divergence,vertical_wind_shear,endlich,deformation,wind_speed,ngm2,negative_richardson,rva_magnitude,ubf,nva,brown2,vorticity_squared,ti1,ngm1,ti2,f2d,ncsu1,ensemble
1996,0.05568619,0.00171903,0.07334323,0.09568866,0.03831191,0.07829652,0.03661694,0.06359536,0.03520517,0.01599171,0.00661097,0.05372481,0.02393151,0.04889616,0.09167857,0.06938672,0.08128419,0.06259322,0.07472961,0.00524349,0.03720892,0.04998776
1997,0.07037486,0.00229651,0.07909592,0.10641799,0.04327849,0.08535121,0.04197557,0.06960231,0.03782290,0.01824265,0.00775972,0.06275310,0.02932466,0.05582509,0.10003940,0.07319560,0.08886497,0.06771736,0.08036107,0.00661281,0.03893327,0.05551645
1998,0.07507680,0.00174815,0.07003194,0.09853267,0.03936064,0.07675367,0.03810805,0.06186703,0.03373499,0.01572418,0.00654366,0.05983509,0.02541556,0.05417675,0.09084579,0.06398509,0.07915237,0.06470925,0.07210198,0.00599814,0.03644476,0.05095936
1999,0.05783124,0.00119422,0.06237728,0.10429822,0.03597802,0.07697533,0.03519795,0.05314766,0.02954201,0.01197239,0.00474119,0.04865443,0.02204803,0.04570406,0.08860047,0.05770820,0.07346226,0.05208168,0.06849760,0.00392635,0.03236657,0.04601453
2000,0.05500131,0.00195832,0.06624778,0.09490134,0.03722924,0.07068810,0.03596928,0.05759646,0.03751810,0.01706213,0.00616315,0.05346027,0.02519373,0.04900235,0.08420598,0.06223638,0.07321796,0.05904250,0.06699692,0.00576622,0.03432859,0.04732315
2001,0.07311273,0.00086283,0.06876856,0.10468266,0.03760674,0.07730417,0.03406073,0.05875498,0.02557167,0.01415817,0.00444559,0.05280583,0.02372409,0.04919856,0.09108274,0.06238127,0.07700489,0.05413847,0.07091672,0.00377348,0.03360740,0.04847439
2002,0.07024886,0.00261982,0.07834157,0.11196035,0.04335906,0.09098541,0.04374185,0.06841863,0.03785002,0.01735873,0.00849525,0.06628834,0.02933750,0.05915648,0.10565417,0.07048332,0.09156465,0.06874814,0.08228846,0.00597410,0.04011703,0.05680913
2003,0.07141398,0.00398883,0.08072816,0.10905417,0.04462436,0.08767955,0.04135126,0.07125806,0.03986548,0.02073982,0.00960217,0.06732170,0.02952532,0.05994394,0.10428377,0.07566793,0.09142156,0.07358214,0.08173479,0.00785859,0.04309551,0.05784481
2004,0.07040124,0.00214797,0.07026379,0.10826251,0.03905236,0.07834219,0.03652792,0.06049631,0.02816472,0.01601139,0.00600130,0.05595782,0.02447154,0.05156677,0.09286337,0.06629188,0.07913189,0.05361574,0.07275634,0.00533074,0.03529302,0.05014051
2005,0.05911648,0.00137350,0.07311379,0.09703638,0.03715207,0.06853173,0.03809356,0.06286220,0.02386955,0.01565459,0.00559712,0.05420447,0.02344039,0.04990500,0.08313376,0.06557556,0.07295151,0.05360703,0.06661920,0.00403093,0.03346085,0.04711094
2006,0.06310756,0.00217877,0.07159046,0.10306810,0.03866099,0.08194299,0.03814481,0.06247137,0.03381628,0.01633665,0.00791666,0.05711752,0.02646795,0.05222634,0.09495309,0.06555798,0.08195369,0.06217161,0.07414811,0.00567938,0.03581394,0.05120592
2007,0.06747684,0.00117752,0.07715478,0.10903694,0.04193692,0.08107697,0.03752195,0.06758811,0.03358714,0.01562520,0.00536661,0.06185736,0.02864994,0.05611804,0.09730409,0.07079117,0.08515861,0.06299795,0.07717474,0.00420470,0.03715295,0.05328374
2008,0.05976109,0.00142025,0.06958070,0.09767500,0.03737474,0.07883341,0.03958755,0.06124821,0.03003396,0.01606398,0.00583180,0.05358257,0.02343511,0.04907727,0.09066576,0.06417768,0.07871489,0.05848301,0.07254685,0.00475142,0.03547542,0.04896765
2009,0.07369286,0.00172236,0.07065015,0.10954599,0.03850980,0.09088536,0.03583239,0.06133627,0.03602695,0.01576831,0.00735194,0.05680417,0.02546361,0.05210438,0.10350068,0.06111359,0.08650924,0.06473980,0.07860987,0.00540850,0.03615221,0.05293945
2010,0.06606511,0.00098024,0.07399217,0.09965495,0.03635330,0.07398524,0.03715169,0.06391947,0.02739102,0.01320988,0.00495217,0.05504523,0.02494460,0.05055546,0.08969690,0.06567900,0.08000358,0.06052421,0.07103317,0.00386863,0.03621019,0.04929601
2011,0.05546286,0.00094925,0.06520252,0.09730457,0.03567012,0.07726687,0.03962537,0.05657885,0.03586903,0.01180774,0.00556686,0.05603188,0.02370314,0.05233791,0.08813762,0.05798911,0.07522092,0.05820415,0.06918975,0.00332674,0.03255394,0.04752377
2012,0.06649854,0.00094480,0.06716816,0.11064423,0.03646130,0.07867739,0.03899521,0.05929416,0.01827761,0.01426625,0.00523849,0.05408406,0.02176742,0.05009243,0.09154877,0.06736213,0.07711752,0.05057294,0.07170801,0.00423008,0.03618102,0.04862526
2013,0.06849036,0.00201904,0.07517289,0.09840917,0.03774578,0.08055088,0.03602043,0.06616750,0.04739396,0.01732479,0.00746952,0.06023872,0.02744538,0.05460266,0.09404360,0.06907713,0.08350221,0.06953704,0.07562995,0.00589447,0.03743186,0.05305559
2014,0.07392010,0.00324771,0.08189525,0.10045923,0.04056817,0.08776030,0.04111030,0.07068258,0.05739739,0.01977869,0.01044149,0.06883813,0.02764398,0.06124647,0.10135507,0.07908184,0.08995966,0.08069492,0.08161788,0.00819025,0.04232833,0.05848656
2015,0.07947290,0.00267748,0.08077872,0.10448438,0.04122406,0.08578955,0.04083717,0.07199710,0.05170758,0.02431640,0.00876736,0.06948378,0.02931629,0.06196782,0.10107733,0.07617966,0.08916842,0.08125702,0.08005567,0.00810900,0.04265398,0.05863437
2016,0.07898615,0.00319309,0.07988151,0.10392539,0.04320675,0.08575650,0.04501366,0.06987311,0.04997742,0.02096526,0.00923781,0.07306816,0.02931973,0.06437777,0.10078142,0.07399161,0.08891350,0.07926013,0.08001737,0.00846098,0.04357476,0.05865629
2017,0.07526028,0.00223870,0.07891703,0.11119697,0.04266714,0.08457266,0.04031309,0.06863255,0.03177884,0.01891991,0.00756040,0.06708792,0.02746320,0.06025996,0.09966205,0.07338685,0.08697167,0.06689980,0.07944210,0.00664862,0.04054599,0.05573456
2018,0.06929038,0.00317645,0.08638978,0.10589539,0.04558620,0.09284015,0.04489192,0.07612341,0.05412377,0.02024746,0.01140320,0.07577778,0.03346702,0.06601994,0.10879846,0.07801247,0.09746402,0.08356356,0.08775696,0.00772240,0.04593960,0.06164240
2019,0.08936783,0.00260777,0.08435363,0.11653601,0.04570371,0.09661881,0.04425637,0.07295075,0.03976860,0.02133555,0.00982399,0.07748418,0.03178923,0.06816429,0.11176148,0.07918927,0.09696356,0.07901717,0.08712260,0.00819660,0.04576438,0.06232266
2020,0.08018986,0.00237379,0.08036950,0.10345959,0.04228701,0.08571500,0.04605382,0.07093292,0.04468499,0.02115099,0.00889650,0.06917417,0.02851493,0.06100824,0.10002326,0.07945547,0.08936958,0.07633005,0.08058916,0.00729227,0.04341647,0.05815655
