year,magnitude_pv,colson_panofsky,brown1,temperature_gradient,horizontal_divergence,vertical_wind_shear,endlich,deformation,wind_speed,ngm2,negative_richardson,rva_magnitude,ubf,nva,brown2,vorticity_squared,ti1,ngm1,ti2,f2d,ncsu1,ensemble
2003,0.03222224,0.00198820,0.02413285,0.04215924,0.01409325,0.03594314,0.01364834,0.02165159,0.00975740,0.00568187,0.00207073,0.02305358,0.00618928,0.02091407,0.04102173,0.01817465,0.03495482,0.02458528,0.03119195,0.00209087,0.01455004,0.02000358
2004,0.03071861,0.00078364,0.02060259,0.04059403,0.01159017,0.02994216,0.01130790,0.01820190,0.00607016,0.00435737,0.00083323,0.01827815,0.00464286,0.01695281,0.03353484,0.01575092,0.02771930,0.01634909,0.02560329,0.00132788,0.01087288,0.01647780
2005,0.02717248,0.00063974,0.02278154,0.03606797,0.01138721,0.02708652,0.01239427,0.01961988,0.00559594,0.00400990,0.00070143,0.01763167,0.00465178,0.01630521,0.03137587,0.01739917,0.02717601,0.01773279,0.02407802,0.00076452,0.01059164,0.01596017
2006,0.02850686,0.00101038,0.02284961,0.03843270,0.01194925,0.03336562,0.01271431,0.02036917,0.00792083,0.00440730,0.00110492,0.01882967,0.00546735,0.01751688,0.03692159,0.01640160,0.03152951,0.02122192,0.02816090,0.00112150,0.01166207,0.01768876
2007,0.03139268,0.00056344,0.02308791,0.04268658,0.01303196,0.03261453,0.01155927,0.02022616,0.00943927,0.00370949,0.00061960,0.02053222,0.00617930,0.01909121,0.03735185,0.01747081,0.03139033,0.01973513,0.02850461,0.00069903,0.01144698,0.01815868
2008,0.02667561,0.00051562,0.02159057,0.03594528,0.01110743,0.03225797,0.01270542,0.01845388,0.00705539,0.00388877,0.00056145,0.01713284,0.00453997,0.01602289,0.03480904,0.01521001,0.02936304,0.01831606,0.02679133,0.00087337,0.01095024,0.01641744
2009,0.03234516,0.00072988,0.02159617,0.04166827,0.01164323,0.03792114,0.01149283,0.01891508,0.00962432,0.00399832,0.00081352,0.01882751,0.00520045,0.01750937,0.04111353,0.01502451,0.03341596,0.02169018,0.03007413,0.00088705,0.01162531,0.01838647
2010,0.03047732,0.00038500,0.02368546,0.03667842,0.01135937,0.02805261,0.01190909,0.02081615,0.00657476,0.00329791,0.00042559,0.01829618,0.00505987,0.01709491,0.03358175,0.01700225,0.02984604,0.02041511,0.02653107,0.00064135,0.01150324,0.01683969
2011,0.02377478,0.00049786,0.01956406,0.03512421,0.01033428,0.03089796,0.01269383,0.01709788,0.00996631,0.00275673,0.00056047,0.01748897,0.00436577,0.01687493,0.03281426,0.01333637,0.02743774,0.01843090,0.02523572,0.00039334,0.00974194,0.01568516
2012,0.02902025,0.00039133,0.02009974,0.04156733,0.01063016,0.03095245,0.01225680,0.01779335,0.00289644,0.00346831,0.00043285,0.01722781,0.00412511,0.01624429,0.03386651,0.01549982,0.02772662,0.01507624,0.02553610,0.00065537,0.01125917,0.01603457
2013,0.03113284,0.00092171,0.02401525,0.03670644,0.01122867,0.03331040,0.01131008,0.02093763,0.01472101,0.00460798,0.00100125,0.02023004,0.00561869,0.01855878,0.03780825,0.01672463,0.03276321,0.02425636,0.02885781,0.00112637,0.01221633,0.01847875
2014,0.03249319,0.00154150,0.02649750,0.03757858,0.01244084,0.03763210,0.01395712,0.02300197,0.01581759,0.00524125,0.00166186,0.02364877,0.00568796,0.02135789,0.04168224,0.01982627,0.03625385,0.02855229,0.03238332,0.00175402,0.01426257,0.02063203
2015,0.03593227,0.00115647,0.02632375,0.04147915,0.01267489,0.03718079,0.01339356,0.02301395,0.01487200,0.00634867,0.00125425,0.02406105,0.00617330,0.02197689,0.04210547,0.01903611,0.03529008,0.02914771,0.03109939,0.00168203,0.01472591,0.02090132
2016,0.03554196,0.00133470,0.02528681,0.03906321,0.01339338,0.03552868,0.01493487,0.02223248,0.01528967,0.00539302,0.00142232,0.02578832,0.00613436,0.02324193,0.03994976,0.01824652,0.03456564,0.02792349,0.03063556,0.00192303,0.01466240,0.02059486
2017,0.03249050,0.00093866,0.02459404,0.04312339,0.01276010,0.03482100,0.01250619,0.02153232,0.00606410,0.00500900,0.00100892,0.02261453,0.00540740,0.02064626,0.03951334,0.01829715,0.03330733,0.02158727,0.03027110,0.00139119,0.01293095,0.01908642
2018,0.03235952,0.00162768,0.02708053,0.04230254,0.01432333,0.04140743,0.01606953,0.02424090,0.01481514,0.00518064,0.00177984,0.02669043,0.00733239,0.02397794,0.04660049,0.01894938,0.03983177,0.02999591,0.03560312,0.00154051,0.01602403,0.02227300
2019,0.04204016,0.00106935,0.02659975,0.04763818,0.01395138,0.04240883,0.01505352,0.02291030,0.00945392,0.00541623,0.00117926,0.02692046,0.00653345,0.02466669,0.04716353,0.02021510,0.03944625,0.02649323,0.03465387,0.00161857,0.01548250,0.02242450
2020,0.03739570,0.00095359,0.02551567,0.03963751,0.01295263,0.03588528,0.01495633,0.02231992,0.01260405,0.00562427,0.00104592,0.02422055,0.00570051,0.02183901,0.03994573,0.01915756,0.03444962,0.02713074,0.03108056,0.00157316,0.01469000,0.02041325
