year,magnitude_pv,colson_panofsky,brown1,temperature_gradient,horizontal_divergence,vertical_wind_shear,endlich,deformation,wind_speed,ngm2,negative_richardson,rva_magnitude,ubf,nva,brown2,vorticity_squared,ti1,ngm1,ti2,f2d,ncsu1,ensemble
2006,0.00647121,0.00026512,0.00240747,0.00431906,0.00116576,0.00612758,0.00156897,0.00210292,0.00082994,0.00041383,0.00002074,0.00204288,0.00011661,0.00201750,0.00580678,0.00161497,0.00478709,0.00294571,0.00391120,0.00004579,0.00122603,0.00239082
2007,0.00708589,0.00020846,0.00190403,0.00517308,0.00132481,0.00531183,0.00129893,0.00172164,0.00054092,0.00028595,0.00001724,0.00221562,0.00013554,0.00219287,0.00514529,0.00146737,0.00422151,0.00212458,0.00384389,0.00003308,0.00096641,0.00224852
2008,0.00525352,0.00014381,0.00209112,0.00434040,0.00092834,0.00544678,0.00148677,0.00173627,0.00054579,0.00030504,0.00002735,0.00170811,0.00008782,0.00168855,0.00488010,0.00157225,0.00377966,0.00204891,0.00342735,0.00004916,0.00100875,0.00202647
2009,0.00649970,0.00019528,0.00203414,0.00474366,0.00102531,0.00680701,0.00136004,0.00183607,0.00152648,0.00036577,0.00002731,0.00214916,0.00008672,0.00210969,0.00626275,0.00135597,0.00483614,0.00275139,0.00420984,0.00004273,0.00113952,0.00244594
2010,0.00659031,0.00009020,0.00236982,0.00428200,0.00113646,0.00429179,0.00138976,0.00210229,0.00024606,0.00029564,0.00000945,0.00208349,0.00010042,0.00208060,0.00479258,0.00167751,0.00424601,0.00249538,0.00361446,0.00001770,0.00104837,0.00214097
2011,0.00409123,0.00015326,0.00172307,0.00384015,0.00082147,0.00514806,0.00150745,0.00149938,0.00081728,0.00018545,0.00000340,0.00162776,0.00008141,0.00170500,0.00445533,0.00118990,0.00347104,0.00211213,0.00308766,0.00000597,0.00083522,0.00182674
2012,0.00536644,0.00009315,0.00182197,0.00465467,0.00091229,0.00538276,0.00149327,0.00160651,0.00020645,0.00028184,0.00001501,0.00185558,0.00009257,0.00182668,0.00489210,0.00130330,0.00365096,0.00162547,0.00312291,0.00002579,0.00093566,0.00196026
2013,0.00732730,0.00024310,0.00228884,0.00458980,0.00104958,0.00603110,0.00124289,0.00197534,0.00135403,0.00037078,0.00002550,0.00231493,0.00014411,0.00220112,0.00608856,0.00145241,0.00503293,0.00331996,0.00417438,0.00004740,0.00109861,0.00249394
2014,0.00646954,0.00040712,0.00291200,0.00452185,0.00122806,0.00716959,0.00192825,0.00246289,0.00142443,0.00048234,0.00008162,0.00282340,0.00013517,0.00269978,0.00703592,0.00205778,0.00584067,0.00426226,0.00501838,0.00012173,0.00147234,0.00288358
2015,0.00750753,0.00029275,0.00277617,0.00517316,0.00123229,0.00733050,0.00149008,0.00239144,0.00153799,0.00042714,0.00003770,0.00269141,0.00013448,0.00261606,0.00716194,0.00180966,0.00564148,0.00420873,0.00463491,0.00006831,0.00165996,0.00289637
2016,0.00727903,0.00023133,0.00250093,0.00473363,0.00133241,0.00637727,0.00162961,0.00222488,0.00149670,0.00049510,0.00007532,0.00321895,0.00014588,0.00310299,0.00629597,0.00168758,0.00502372,0.00397996,0.00423641,0.00012152,0.00165593,0.00275453
2017,0.00663251,0.00022350,0.00245037,0.00531461,0.00113248,0.00606435,0.00117256,0.00213108,0.00040159,0.00041896,0.00003941,0.00258583,0.00010944,0.00245159,0.00595741,0.00163641,0.00472510,0.00249694,0.00408795,0.00007068,0.00115678,0.00244093
2018,0.00748218,0.00053296,0.00262776,0.00572765,0.00133417,0.00817959,0.00202684,0.00234744,0.00117015,0.00042899,0.00003705,0.00314442,0.00019462,0.00304514,0.00780426,0.00180053,0.00623793,0.00393283,0.00555162,0.00005837,0.00159428,0.00310756
2019,0.00987988,0.00025414,0.00241084,0.00622342,0.00118065,0.00824345,0.00185788,0.00211155,0.00057000,0.00042716,0.00002943,0.00297936,0.00013101,0.00300621,0.00801381,0.00192628,0.00608163,0.00314342,0.00497964,0.00005558,0.00155837,0.00309827
2020,0.00788130,0.00020264,0.00245152,0.00496251,0.00120242,0.00664174,0.00169023,0.00209098,0.00149622,0.00039572,0.00003590,0.00297638,0.00010496,0.00282489,0.00646163,0.00179783,0.00523688,0.00401166,0.00454833,0.00005689,0.00146563,0.00278744
