year,magnitude_pv,colson_panofsky,brown1,temperature_gradient,horizontal_divergence,vertical_wind_shear,endlich,deformation,wind_speed,ngm2,negative_richardson,rva_magnitude,ubf,nva,brown2,vorticity_squared,ti1,ngm1,ti2,f2d,ncsu1,ensemble
1990,0.01191398,0.00023850,0.00433915,0.00880917,0.00221032,0.00860378,0.00233748,0.00383554,0.00225043,0.00090336,0.00006187,0.00427572,0.00037154,0.00404106,0.00827101,0.00312059,0.00676304,0.00488744,0.00609798,0.00014017,0.00226962,0.00408294
1991,0.01007428,0.00027435,0.00440963,0.00834433,0.00257207,0.01016426,0.00224233,0.00394226,0.00080351,0.00077994,0.00004154,0.00464831,0.00045832,0.00435764,0.00957571,0.00300432,0.00800330,0.00497374,0.00713373,0.00009805,0.00246310,0.00420784
1992,0.00944706,0.00017685,0.00348527,0.00926047,0.00274030,0.01022277,0.00270319,0.00341657,0.00056007,0.00072988,0.00002790,0.00453085,0.00044021,0.00436111,0.00927162,0.00242773,0.00748241,0.00378567,0.00716603,0.00007427,0.00218710,0.00402368
1993,0.00862612,0.00038995,0.00481605,0.00832890,0.00264894,0.01009305,0.00283963,0.00431854,0.00145888,0.00081812,0.00004337,0.00472880,0.00048908,0.00449596,0.01015488,0.00341738,0.00862787,0.00550469,0.00783383,0.00010235,0.00302051,0.00441700
1994,0.01040390,0.00041990,0.00431012,0.00887395,0.00287030,0.01136301,0.00325796,0.00417891,0.00253358,0.00081741,0.00007167,0.00515130,0.00046503,0.00481601,0.01122680,0.00281966,0.00916282,0.00671459,0.00829317,0.00016128,0.00328709,0.00481897
1995,0.00891722,0.00021829,0.00443633,0.00796910,0.00246313,0.00838062,0.00258553,0.00375945,0.00103391,0.00078196,0.00005709,0.00452908,0.00039601,0.00435137,0.00802826,0.00380837,0.00666698,0.00418240,0.00633933,0.00013237,0.00251141,0.00388325
1996,0.00753394,0.00037119,0.00460325,0.00781517,0.00238691,0.00880155,0.00259413,0.00407650,0.00303144,0.00074049,0.00008339,0.00380902,0.00036060,0.00367074,0.00945841,0.00323167,0.00818404,0.00552605,0.00729793,0.00013139,0.00254641,0.00410734
1997,0.01101340,0.00051591,0.00570443,0.01019601,0.00295521,0.01086557,0.00336484,0.00504877,0.00238677,0.00092935,0.00011586,0.00517280,0.00055204,0.00496349,0.01126227,0.00408935,0.00970002,0.00639107,0.00875085,0.00016364,0.00301695,0.00510279
1998,0.01128561,0.00018128,0.00456663,0.00799111,0.00255634,0.00873341,0.00260540,0.00397729,0.00240697,0.00064158,0.00005104,0.00480468,0.00043477,0.00454278,0.00913626,0.00307222,0.00783359,0.00612840,0.00693985,0.00012592,0.00285046,0.00432693
1999,0.00807450,0.00012889,0.00343564,0.00909517,0.00204964,0.00756539,0.00229681,0.00303177,0.00131377,0.00055419,0.00002678,0.00317477,0.00035064,0.00314184,0.00741757,0.00236855,0.00589514,0.00363280,0.00572146,0.00007194,0.00204527,0.00339964
2000,0.00704301,0.00025147,0.00356890,0.00786549,0.00251108,0.00736253,0.00273469,0.00329129,0.00131360,0.00077417,0.00007379,0.00366602,0.00044917,0.00362516,0.00778800,0.00253120,0.00666868,0.00468971,0.00638849,0.00016360,0.00235975,0.00357713
2001,0.01053150,0.00013540,0.00350381,0.00879866,0.00230094,0.00868962,0.00239407,0.00314607,0.00028405,0.00050363,0.00001587,0.00353137,0.00035029,0.00345696,0.00831913,0.00291761,0.00661245,0.00319868,0.00607827,0.00004513,0.00196005,0.00365588
2002,0.01290795,0.00072671,0.00526215,0.01155256,0.00283409,0.01192525,0.00365147,0.00464135,0.00157828,0.00080848,0.00021190,0.00557633,0.00050803,0.00524746,0.01202371,0.00374995,0.00980304,0.00585712,0.00886875,0.00017933,0.00282850,0.00527345
2003,0.01094826,0.00081947,0.00467066,0.01094359,0.00301392,0.01105352,0.00321814,0.00432122,0.00131320,0.00110330,0.00032436,0.00539576,0.00055660,0.00505279,0.01125257,0.00319263,0.00919105,0.00606404,0.00832469,0.00044926,0.00328537,0.00497592
2004,0.01049763,0.00020393,0.00411526,0.00965353,0.00230288,0.00824424,0.00248592,0.00363102,0.00094839,0.00081666,0.00010688,0.00417127,0.00036710,0.00396253,0.00813997,0.00306245,0.00659296,0.00372007,0.00604208,0.00023691,0.00231273,0.00388640
2005,0.01017737,0.00028459,0.00488184,0.00892286,0.00247182,0.00845975,0.00302758,0.00417150,0.00099275,0.00072002,0.00004268,0.00405887,0.00041061,0.00384115,0.00886060,0.00357712,0.00736961,0.00435387,0.00631049,0.00008407,0.00236715,0.00406601
2006,0.01067655,0.00040225,0.00509109,0.00907344,0.00254186,0.01063946,0.00308768,0.00447519,0.00163287,0.00088203,0.00006090,0.00427230,0.00046334,0.00411852,0.01069546,0.00340943,0.00888225,0.00549418,0.00753759,0.00014453,0.00264546,0.00458221
2007,0.01177701,0.00028075,0.00436724,0.01068889,0.00285927,0.00963096,0.00263043,0.00384054,0.00168799,0.00064239,0.00003927,0.00462023,0.00056951,0.00450824,0.00977130,0.00328311,0.00806999,0.00438553,0.00734406,0.00007459,0.00229810,0.00444616
2008,0.00907226,0.00020907,0.00451163,0.00885594,0.00217150,0.00993650,0.00298280,0.00375492,0.00116434,0.00068193,0.00004588,0.00366975,0.00035685,0.00358545,0.00947657,0.00325403,0.00758012,0.00419226,0.00683032,0.00011249,0.00226891,0.00403398
2009,0.01101121,0.00030298,0.00436484,0.01000678,0.00236436,0.01194381,0.00272903,0.00388106,0.00256338,0.00077253,0.00005465,0.00438514,0.00041417,0.00419265,0.01166785,0.00295734,0.00919822,0.00532740,0.00807197,0.00010365,0.00253843,0.00470721
2010,0.01110343,0.00014479,0.00509943,0.00885685,0.00247725,0.00786431,0.00277390,0.00452304,0.00088033,0.00061120,0.00002395,0.00426873,0.00041286,0.00416385,0.00894350,0.00355634,0.00793338,0.00496936,0.00702042,0.00005403,0.00243372,0.00419594
2011,0.00740617,0.00022569,0.00387798,0.00810365,0.00195461,0.00939758,0.00299243,0.00336468,0.00192400,0.00043595,0.00002296,0.00358540,0.00032562,0.00364520,0.00866832,0.00259084,0.00690474,0.00421149,0.00624576,0.00001882,0.00192637,0.00370611
2012,0.00949369,0.00014738,0.00400199,0.00978372,0.00209652,0.00960779,0.00288470,0.00351826,0.00046012,0.00061059,0.00002821,0.00383070,0.00033996,0.00371839,0.00932064,0.00290280,0.00718281,0.00328301,0.00623628,0.00006257,0.00221165,0.00389151
2013,0.01191842,0.00037587,0.00499596,0.00929070,0.00231103,0.01055529,0.00258396,0.00432708,0.00294043,0.00081285,0.00007082,0.00472196,0.00053221,0.00443734,0.01117517,0.00320524,0.00940157,0.00635830,0.00787246,0.00012352,0.00257141,0.00478960
2014,0.01108705,0.00063838,0.00595402,0.00917350,0.00267083,0.01232772,0.00362050,0.00513716,0.00291230,0.00101154,0.00016329,0.00569620,0.00052448,0.00534103,0.01271256,0.00418814,0.01072188,0.00779668,0.00925358,0.00026272,0.00321640,0.00544809
2015,0.01262704,0.00045398,0.00583652,0.01072157,0.00271617,0.01262424,0.00302968,0.00507240,0.00304062,0.00102910,0.00008352,0.00561523,0.00053787,0.00534672,0.01294132,0.00384131,0.01032094,0.00790374,0.00870080,0.00018601,0.00356929,0.00553324
2016,0.01237646,0.00041528,0.00540244,0.00968406,0.00290536,0.01126388,0.00332031,0.00470576,0.00321015,0.00104099,0.00017234,0.00642283,0.00055155,0.00603796,0.01164899,0.00360423,0.00958776,0.00743506,0.00815270,0.00028087,0.00345068,0.00531760
2017,0.01120911,0.00036606,0.00528967,0.01088629,0.00257456,0.01082612,0.00259666,0.00459853,0.00093802,0.00091850,0.00009291,0.00527379,0.00044720,0.00492319,0.01115460,0.00358010,0.00896626,0.00502362,0.00794924,0.00018046,0.00269479,0.00478522
2018,0.01222732,0.00076602,0.00560476,0.01140882,0.00302308,0.01400844,0.00406834,0.00501252,0.00260784,0.00093835,0.00011474,0.00640805,0.00071526,0.00605175,0.01415100,0.00380881,0.01160045,0.00770888,0.01029366,0.00017688,0.00363352,0.00592040
2019,0.01597835,0.00040123,0.00534003,0.01268339,0.00275411,0.01433907,0.00369307,0.00462890,0.00147428,0.00096352,0.00007649,0.00621133,0.00054700,0.00605833,0.01458857,0.00408684,0.01135101,0.00622370,0.00951109,0.00015478,0.00351912,0.00593258
2020,0.01338448,0.00031872,0.00535170,0.01007988,0.00269493,0.01150541,0.00341268,0.00459494,0.00280987,0.00093147,0.00008101,0.00593698,0.00045106,0.00554076,0.01173530,0.00386212,0.00979578,0.00738573,0.00855028,0.00016360,0.00327380,0.00532669
